Key,Source,Context,Changes,English,French,German,Klingon,Spanish
mmGoZRAlways,,Main Menu Game Options,KgNone,ALWAYS RUN,ALWAYS RUN,IMMER LAUFEN,,SIEMPRE CORREN
mmGoZRDefault,,Main Menu Game Options,KgNone,DEFAULT,DEFAULT,STANDARD,,PREDETERMINADO
mmGoZRNever,,Main Menu Game Options,KgNone,NEVER RUN,NEVER RUN,NIE LAUFEN,,NUNCA CORREN
mmLblCreateMatchBody,,Main Menu Invite join popup body,KgNone,Starting match...,Starting match...,Match wird gestartet …,,Empezando partida...
mmLblQuickMatchBody,,Main Menu Invite join popup body,KgNone,Searching for game...,Searching for game...,Suche nach Spiel läuft …,,Buscando partida...
mmLblCreateMatch,,Main Menu Invite join popup title,KgNone,CREATING GAME,CREATING GAME,SPIEL WIRD ERSTELLT,,CREANDO PARTIDA
mmLblInviteJoin,,Main Menu Invite join popup title,KgNone,JOINING MULTIPLAYER GAME,JOINING MULTIPLAYER GAME,MEHRSPIELER-SPIEL BEITRETEN,,UNIÉNDOSE A PARTIDA MULTIJUGADOR
mmLblQuickMatch,,Main Menu Invite join popup title,KgNone,LOOKING FOR MULTIPLAYER GAME,LOOKING FOR MULTIPLAYER GAME,SUCHE NACH EINEM MEHRSPIELER-SPIEL LÄUFT,,BUSCANDO UNA PARTIDA MULTIJUGADOR
mmLblInviteJoinBody,,Main Menu join popup,KgNone,Connecting to multiplayer game. Please wait.,Connecting to multiplayer game. Please wait.,Verbindung zum Mehrspieler-Spiel wird hergestellt. Bitte warten.,,Conectándose a una partida multijugador. Espera.
mmLblCanceling,,Main Menu Matchmaking popup,KgNone,LOOKING FOR MULTIPLAYER GAME,LOOKING FOR MULTIPLAYER GAME,SUCHE NACH EINEM MEHRSPIELER-SPIEL LÄUFT,,BUSCANDO UNA PARTIDA MULTIJUGADOR
mmLblCancelingBody,,Main Menu Matchmaking popup,KgNone,Canceling...,Canceling...,Abbrechen …,,Cancelando...
mmBtnEditName,,Main Menu Name Entry,KgNone,EDIT NAME,EDIT NAME,NAMEN BEARBEITEN,,EDITAR NOMBRE
mmLblVerifyNamePopupText,,Main Menu Name Entry,KgNone,VERIFY THE NAME YOU ENTERED IS CORRECT.,VERIFY THE NAME YOU ENTERED IS CORRECT.,"BESTÄTIGE, DASS DER EINGEGEBENE NAME KORREKT IST.",,VERIFICA QUE EL NOMBRE ES CORRECTO.
goGameDifficulty,,Main Menu New Game,KgNone,Game Difficulty,Game Difficulty,Schwierigkeit des Spiels,,Dificultad de la partida
mmLblEnterGameNamePopupText,,Main Menu New Game,KgNone,PLEASE ENTER A NAME FOR THIS GAME,PLEASE ENTER A NAME FOR THIS GAME,BITTE GIB EINEN NAMEN FÜR DIESES SPIEL EIN,,INGRESA UN NOMBRE PARA ESTA PARTIDA
mmLblNameLengthError,,Main Menu New Game,KgNone,The name of the game cannot be greater than 16 characters,The name of the game cannot be greater than 16 characters,Der Name des Spiels darf nicht länger als 16 Zeichen sein,,El nombre no puede superar los 16 caracteres.
mmLblNameLengthErrorInvalid,,Main Menu New Game,KgNone,Invalid Length of Game Name,Invalid Length of Game Name,Ungültige Länge des Spielnamens,,La longitud del nombre de la partida es inválida.
ps4SaveLblCreative,,Main Menu New Game,KgNone,Creative Multiplayer,Creative Multiplayer,Mehrspieler – Kreativer Modus,,Multijugador creativo
ps4SaveLblNavezgane,,Main Menu New Game,KgNone,Navezgane,Navezgane,Navezgane,,Navezgane
ps4SaveLblPrivate,,Main Menu New Game,KgNone,Private Multiplayer,Private Multiplayer,Mehrspieler – Privates Spiel,,Multijugador privado
ps4SaveLblRandomGen,,Main Menu New Game,KgNone,Random Gen,Random Gen,Zufällig generieren,,Generación al azar
ps4SaveLblSurvivalMP,,Main Menu New Game,KgNone,Survival Multiplayer,Survival Multiplayer,Mehrspieler – Überlebensmodus,,Supervivencia multijugador
ps4SaveLblSurvivalSP,,Main Menu New Game,KgNone,Survival Single Player,Survival Single Player,Einzelspieler – Überlebensmodus,,Supervivencia de un jugador
ps4SaveLblWorldDesc,,Main Menu New Game,KgNone,"Contains all world data including world progression, rulesets, standard and modded options.","Contains all world data including world progression, rulesets, standard and modded options.","Beinhaltet alle Weltdaten, inklusive Weltfortschritt, Regelsätze, Standardoptionen und modifizierte Optionen.",,"Contiene todos los datos del mundo, como la progresión en el mundo, los conjuntos de reglas y las opciones modificadas y estándar."
ps4SaveLblWorldTitle,,Main Menu New Game,KgNone,World Data,World Data,Weltdaten,,Datos del mundo
mmGoResetGameOptions,,Main Menu Options,KgNone,RESTORE MODE DEFAULTS,RESTORE MODE DEFAULTS,STANDARDEINSTELLUNGEN DES MODUS WIEDERHERSTELLEN,,RESTABLECER MODO PREDETERMINADO
mmBtnDefaults,,Main Menu Player Options,KgNone,DEFAULTS,DEFAULTS,STANDARDEINSTELLUNGEN,,PREDETERMINADOS
mmLblControlLayout,,Main Menu Player Options,KgNone,CONTROL LAYOUT,CONTROL LAYOUT,TASTENBELEGUNG,,CONTROL DE PLANO
mmLblControllerVibrationPS4,,Main Menu Player Options,KgNone,WIRELESS CONTROLLER VIBRATION,WIRELESS CONTROLLER VIBRATION,WIRELESS-CONTROLLER-VIBRATION,,VIBRACIÓN DEL CONTROL INALÁMBRICO
mmLblControllerVibrationXB1,,Main Menu Player Options,KgNone,CONTROLLER VIBRATION,CONTROLLER VIBRATION,CONTROLLER-VIBRATION,,VIBRACIÓN DEL CONTROL
mmLblInGame,,Main Menu Player Options,KgNone,IN GAME,IN GAME,IM SPIEL,,EN EL JUEGO
mmLblInMenu,,Main Menu Player Options,KgNone,IN MENU,IN MENU,IM MENÜ,,EN MENÚS
mmLblInvertLook,,Main Menu Player Options,KgNone,INVERT LOOK,INVERT LOOK,KAMERA INVERTIEREN,,VISIÓN INVERTIDA
mmLblMotionBlur,,Main Menu Player Options,KgNone,MOTION BLUR,MOTION BLUR,BEWEGUNGSUNSCHÄRFE,,DIFUMINACIÓN
mmLblSouthpaw,,Main Menu Player Options,KgNone,SOUTHPAW,SOUTHPAW,LINKSHÄNDER,,ZURDO
mmSldAmbienceVolume,,Main Menu Player Options,KgNone,AMBIENT SOUND VOLUME,AMBIENT SOUND VOLUME,UMGEBUNGSLAUTSTÄRKE,,VOLUMEN DE SONIDOS AMBIENTALES
mmSldBackgroundOpacity,,Main Menu Player Options,KgNone,UI BACKGROUND OPACITY,UI BACKGROUND OPACITY,BENUTZEROBERFLÄCHE: LICHTUNDURCHLÄSSIGKEIT DES HINTERGRUNDS,,OPACIDAD DE LA INTERFAZ DEL FONDO
mmSldForegroundOpacity,,Main Menu Player Options,KgNone,UI FOREGROUND OPACITY,UI FOREGROUND OPACITY,BENUTZEROBERFLÄCHE: LICHTUNDURCHLÄSSIGKEIT DES VORDERGRUNDS,,OPACIDAD DE LA INTERFAZ FRONTAL
mmSldGamma,,Main Menu Player Options,KgNone,GAMMA,GAMMA,GAMMA,,GAMA
mmSldInterfaceSensitivity,,Main Menu Player Options,KgNone,INTERFACE SENSITIVITY,INTERFACE SENSITIVITY,EMPFINDLICHKEIT DER BENUTZEROBERFLÄCHE,,SENSIBILIDAD DE LA INTERFAZ
mmSldLookSensitivity,,Main Menu Player Options,KgNone,LOOK SENSITIVITY,LOOK SENSITIVITY,KAMERAEMPFINDLICHKEIT,,SENSIBILIDAD DE LA VISIÓN
mmSldMusicVolume,,Main Menu Player Options,KgNone,MUSIC VOLUME,MUSIC VOLUME,MUSIKLAUTSTÄRKE,,VOLUMEN DE LA MÚSICA
mmSldOverallVolume,,Main Menu Player Options,KgNone,OVERALL SOUND VOLUME,OVERALL SOUND VOLUME,GESAMTLAUTSTÄRKE,,VOLUMEN GENERAL DEL SONIDO
mmCharSelect,,Main Menu Profile List,KgNone,CHARACTER SELECT,CHARACTER SELECT,CHARAKTERAUSWAHL,,SELECCIÓN DE PERSONAJES
ps4SaveLblSettingsDesc,,Main Menu User Sign In,KgNone,"Contains all user settings including video, audio, and controls preferences.","Contains all user settings including video, audio, and controls preferences.","Beinhaltet alle Einstellungen, inklusive Video, Audio und Steuerung.",,"Contiene todos los ajustes de usuario, como los de video, audio y preferencias de control."
ps4SaveLblSettingsSummary,,Main Menu User Sign In,KgNone,User Settings,User Settings,Benutzereinstellungen,,Ajustes de usuario
ps4SaveLblSettingsTitle,,Main Menu User Sign In,KgNone,Settings Data,Settings Data,Einstellungsdaten,,Datos de ajustes
mmLblVerifyNamePopupTitle,,MainMenu Name Entry,KgNone,VERIFY NAME,VERIFY NAME,NAMEN BESTÄTIGEN,,VERIFICAR NOMBRE
xuiWPmap,,Map Window Paging in Game,KgNone,Map,Map,Karte,,Mapa
aemmNoSessions,,Matchmaking App Error,KgNone,There were no sessions available.  Please start a new game or adjust your search criteria and try again.,There were no sessions available.  Please start a new game or adjust your search criteria and try again.,Es waren keine Sitzungen verfügbar. Bitte starte ein neues Spiel oder passe deine Suchkriterien an und versuche es erneut.,,No había sesiones disponibles. Empieza una partida nueva o reajusta los criterios de búsqueda e inténtalo de nuevo.
aemmOffline,,Matchmaking App Error,KgNone,"Unable to connect to the internet, please try again later.","Unable to connect to the internet, please try again later.","Verbindung zum Internet konnte nicht hergestellt werden, versuche es bitte später nochmal.",,No se puede conectar a internet. Inténtalo de nuevo más tarde.
aemmUnknown,,Matchmaking App Error,KgNone,An internal error occurred while matchmaking.  Please try again.,An internal error occurred while matchmaking.  Please try again.,Während der Suche ist ein interner Fehler aufgetreten. Bitte versuche es erneut.,,Ocurrió un error interno durante el emparejamiento. Inténtalo de nuevo.
aemmUnknownPS4,,Matchmaking App Error,KgNone,Connection to PlayStation™Network lost. Check your network connection and try again.,Connection to PlayStation™Network lost. Check your network connection and try again.,Verbindung zu PlayStation™Network verloren. Bitte überprüfe deine Netzwerkverbindung und versuche es nochmal.,,Se ha perdido la conexión a PlayStation™Network. Verifica tu conexión de red e inténtalo de nuevo.
aemmUnknownXB1,,Matchmaking App Error,KgNone,Connection to Xbox Live services lost. Check your network connection and try again.,Connection to Xbox Live services lost. Check your network connection and try again.,Verbindung zu Xbox Live-Diensten verloren. Bitte überprüfe deine Netzwerkverbindung und versuche es nochmal.,,Se ha perdido la conexión a los servicios de Xbox Live. Verifica tu conexión de red e inténtalo de nuevo.
aemmUserBlocked,,Matchmaking App Error,KgNone,The game you're trying to join contains a user who has blocked you.,The game you're trying to join contains a user who has blocked you.,"An dem Spiel, dem du beitreten möchtest, nimmt ein Spieler teil, der dich geblockt hat.",,En la partida a la que te intentas unir hay un jugador que te ha bloqueado.
aemmWrongUser,,Matchmaking App Error,KgNone,Please sign in to accept this invite.,Please sign in to accept this invite.,"Melde dich bitte an, um die Einladung anzunehmen.",,Inicia sesión para aceptar esta invitación.
aemmWrongUserXB1,,Matchmaking App Error,KgNone,Please sign in with {0} to accept this invite.,Please sign in with {0} to accept this invite.,"Melde dich bitte mit {0} an, um die Einladung anzunehmen.",,Inicia sesión con {0} para aceptar esta invitación.
rsAdventurer,,Matchmaking Rule Set,KgNone,ADVENTURER,ADVENTURER,ABENTEURER,,AVENTURERO
rsAdventurerDesc,,Matchmaking Rule Set,KgNone,Default difficulty designed for average FPS players. Zombies walk in the daylight and run at night.,Default difficulty designed for average FPS players. Zombies walk in the daylight and run at night.,"Standardschwierigkeitsgrad, gedacht für durchschnittliche Egoshooter-Spieler. Zombies gehen bei Tageslicht und laufen in der Nacht.",,Dificultad predeterminada. Diseñada para personas de experiencia moderada en juegos de disparos en primera persona. Los zombis caminan durante el día y corren por la noche.
rsClassicZombies,,Matchmaking Rule Set,KgNone,CLASSIC ZOMBIES,CLASSIC ZOMBIES,KLASSISCHE ZOMBIES,,ZOMBIS CLÁSICOS
rsClassicZombiesDesc,,Matchmaking Rule Set,KgNone,The classic zombie movie experience where zombies always walk set to Nomad difficulty.,The classic zombie movie experience where zombies always walk set to Nomad difficulty.,"Die klassische Erfahrung, wie man sie aus einem Zombiefilm kennt – Zombies gehen immer, auf dem Schwierigkeitsgrad „Nomade“.",,"La clásica experiencia zombi cinematográfica en dificultad nómada, los zombis siempre caminan."
rsFeral,,Matchmaking Rule Set,KgNone,FERAL,FERAL,WILD,,SALVAJE
rsFeralDesc,,Matchmaking Rule Set,KgNone,Zombies can always sense where you are. Zombies walk in the daylight and run at night set to Nomad difficulty.,Zombies can always sense where you are. Zombies walk in the daylight and run at night set to Nomad difficulty.,"Zombies können immer spüren, wo du bist. Zombies gehen bei Tageslicht und laufen in der Nacht, auf dem Schwierigkeitsgrad „Nomade“.",,"Los zombis siempre pueden sentir dónde estás. Los zombis caminan durante el día, pero corren por la noche. En dificultad nómada."
rsInsane,,Matchmaking Rule Set,KgNone,INSANE,INSANE,IRRER,,DEMENTE
rsInsaneDesc,,Matchmaking Rule Set,KgNone,The highest difficulty designed for players who want a real challenge. Zombies walk in the daylight and run at night.,The highest difficulty designed for players who want a real challenge. Zombies walk in the daylight and run at night.,"Der höchste Schwierigkeitsgrad, gedacht für Spieler, die die Herausforderung suchen. Zombies gehen bei Tageslicht und laufen in der Nacht.",,La más difícil. Diseñada para jugadores que busquen un verdadero desafío. Los zombis caminan durante el día y corren por la noche.
rsModernZombies,,Matchmaking Rule Set,KgNone,MODERN ZOMBIES,MODERN ZOMBIES,MODERNE ZOMBIES,,ZOMBIS MODERNOS
rsModernZombiesDesc,,Matchmaking Rule Set,KgNone,A truly terrifying experience where zombies run day or night set to Nomad difficulty.,A truly terrifying experience where zombies run day or night set to Nomad difficulty.,"Ein wirklich furchtbares Erlebnis – Zombies laufen nachts und auch am Tage, auf dem Schwierigkeitsgrad „Nomade“. ",,Una experiencia que te pondrá los pelos de punta en dificultad nómada. Los zombis corren tanto de día como de noche.
rsNightmare,,Matchmaking Rule Set,KgNone,NIGHTMARE,NIGHTMARE,ALBTRAUM,,PESADILLA
rsNightmareDesc,,Matchmaking Rule Set,KgNone,An extreme challenge with zombies on the highest difficulty. Zombies have feral sense and they always run.,An extreme challenge with zombies on the highest difficulty. Zombies have feral sense and they always run.,Eine extreme Herausforderung – Zombies auf dem höchsten Schwierigkeitsgrad. Zombies können dich wittern und laufen immer.,,Un desafío extremo con zombis en la mayor dificultad posible. Los zombis tienen sentido salvaje y corren siempre.
rsScavenger,,Matchmaking Rule Set,KgNone,SCAVENGER,SCAVENGER,PLÜNDERER,,CARROÑERO
rsScavengerDesc,,Matchmaking Rule Set,KgNone,Easiest difficulty designed for new players. Zombies walk in the daylight and run at night.,Easiest difficulty designed for new players. Zombies walk in the daylight and run at night.,"Einfachster Schwierigkeitsgrad, gedacht für neue Spieler. Zombies gehen bei Tageslicht und laufen in der Nacht.",,El nivel de dificultad más fácil. Para jugadores nuevos. Los zombis caminan durante el día y corren por la noche.
rsSurvivalist,,Matchmaking Rule Set,KgNone,SURVIVALIST,SURVIVALIST,ÜBERLEBENSKÜNSTLER,,SOBREVIVIENTE
rsSurvivalistDesc,,Matchmaking Rule Set,KgNone,A higher difficulty designed for veteran players. Zombies walk in the daylight and run at night.,A higher difficulty designed for veteran players. Zombies walk in the daylight and run at night.,"Höherer Schwierigkeitsgrad, gedacht für sehr erfahrene Spieler. Zombies gehen bei Tageslicht und laufen in der Nacht.",,Una dificultad mayor. Para jugadores veteranos. Los zombis caminan durante el día y corren por la noche.
baseHair,,Menu,KgNone,Base Hair,Base Hair,Standard-Frisur,,Pelo base
gmSurvivalMPDesc,,Menu,KgNone,::Survival MP::\nFight against other players or band together to survive the zombie apocalypse earning land claims to protect your fort against other players. New players start with a Land Claim Block and additional ones can be found in rare loot or in air dropped supplies.,::Survival MP::\nFight against other players or band together to survive the zombie apocalypse earning land claims to protect your fort against other players. New players start with a Land Claim Block and additional ones can be found in rare loot or in air dropped supplies.,"::Mehrspieler – Überlebensmodus::\nKämpfe gegen andere Spieler oder verbünde dich mit ihnen, um die Zombie-Apokalypse zu überleben. Erhalte Gebietsschutz und schütze dein Fort vor anderen Spielern. Neue Spieler starten mit einem Gebietsschutzblock. Weitere können durch seltene Beute oder Abwürfe aus der Luft erhalten werden.",,::Sobreviviente MJ::\nJuega contra otros jugadores o únete a ellos para sobrevivir al apocalipsis zombi y reclama territorios para protegerte de otros jugadores. Los jugadores nuevos empiezan con un Bloque para reclamar territorio. Se pueden conseguir otros en botines raros o en suministros aéreos.
gmSurvivalSPDesc,,Menu,KgNone,::Survival SP::\nPlay Solo against hordes of zombies exploring Navezgane County Arizona to uncover the truth behind what really happened.,::Survival SP::\nPlay Solo against hordes of zombies exploring Navezgane County Arizona to uncover the truth behind what really happened.,"::Einzelspieler – Überlebensmodus::\nSpiele alleine gegen Horden von Zombies und erforsche Navezgane County in Arizona, um herauszufinden, was wirklich geschehen ist.",,"::Supervivencia UJ::\nJuega tú solo contra oleadas de zombis y explora Navezgane, en el condado de Arizona, para descubrir lo que ha pasado realmente."
hairAfro,,Menu,KgNone,Afro,Afro,Afro-Look,,Afro
hairDreds,,Menu,KgNone,Dreads,Dreads,Dreadlocks,,Rastas
hairShaggyHat,,Menu,KgNone,Shaggy Hat,Shaggy Hat,Zottelhaare mit Hut,,Sombrero enmarañado
lawmanMustache,,Menu,KgNone,Lawman Mustache,Lawman Mustache,Zwirbelbart,,Bigote de policía
mohawk,,Menu,KgNone,Mohawk,Mohawk,Irokesenschnitt,,Mohawk
none,,Menu,KgNone,None,None,Keiner,,Nada
regentMustache,,Menu,KgNone,Regent Mustache,Regent Mustache,Magnum-Schnurrbart,,Bigote de príncipe
shaggyBeard,,Menu,KgNone,Shaggy Beard,Shaggy Beard,Zottelbart,,Barba enmarañada
shaggyGoatee,,Menu,KgNone,Shaggy Goatee,Shaggy Goatee,Zotteliger Spitzbart,,Candado enmarañado
shaggyHair,,Menu,KgNone,Shaggy Hair,Shaggy Hair,Zottelhaare,,Pelo enmarañado
spaniardGoatee,,Menu,KgNone,Spaniard Goatee,Spaniard Goatee,Spanischer Spitzbart,,Candado español
nceConnectionFailed,,Net Connection Error,KgNone,Connection lost. Check your Network connectivity and try again.,Connection lost. Check your Network connectivity and try again.,Verbindung verloren. Bitte überprüfe deine Netzwerkverbindung und versuche es nochmal.,,Conexión perdida. Verifica tu conexión de red e inténtalo de nuevo.
presenceCreative,,Online Presence,KgNone,Surviving in Creative Multiplayer,Surviving in Creative Multiplayer,Überleben im kreativen Mehrspieler-Modus,,Sobreviviendo en Multijugador creativo
presenceMainMenu,,Online Presence,KgNone,In Menus,In Menus,In Menüs,,En menús
presenceMultiplayer,,Online Presence,KgNone,Surviving in Survival Multiplayer,Surviving in Survival Multiplayer,Überleben im Mehrspieler-Überlebensmodus,,Sobreviviendo en una partida multijugador
presencePlayingDay,,Online Presence,KgNone,Playing Day {0},Playing Day {0},Spieltag {0},,Días jugados: {0}
presencePrivate,,Online Presence,KgNone,Surviving in a Private Game,Surviving in a Private Game,Überleben in einem privaten Spiel,,Sobreviviendo en una partida privada
presenceSinglePlayer,,Online Presence,KgNone,Surviving in Single Player,Surviving in Single Player,Überleben im Einzelspieler-Modus,,Sobreviviendo en una partida de un jugador
igSplitScreenInit,,Pause Menu In Game,KgNone,Press {0} to Join,Press {0} to Join,"{0} drücken, um beizutreten",,Presiona {0} para unirte
lootItem,,Pick up prompt,KgNone,Press <{0}> to pick up {1},Press <{0}> to pick up {1},"<{0}> drücken, um {1} aufzuheben",,Presiona <{0}> para recoger {1}.
iglblPlayerId,,Players list player Id label,KgNone,STEAM ID,STEAM ID,STEAM-ID,,ID DE STEAM
iglblPlayerId_PS4,,Players list player Id label,KgNone,Online ID,Online ID,Online-ID,,ID online
iglblPlayerId_XB1,,Players list player Id label,KgNone,GAMERTAG,GAMERTAG,GAMERTAG,,GAMERTAG
xuiWPplayers,,Players Window Paging in Game,KgNone,Players,Players,Spieler,,Jugadores
ps4InviteDialog,,PS4 Invite Dialog Text,KgNone,Come join my game.,Come join my game.,Komm und tritt meinem Spiel bei.,,Vengan a jugar conmigo.
xuiWPquests,,Quests Window Paging in Game,KgNone,Quests,Quests,Quests,,Misiones
lblXpToNextLevel,,Skill Menu,KgNone,XP TO NEXT LEVEL:,XP TO NEXT LEVEL:,XP AUF DIE NÄCHSTE STUFE,,XP A NIVEL SIGUIENTE:
xuiWPskills,,Skills Window Paging in Game,KgNone,Skills,Skills,Fertigkeiten,,Habilidades
iglblControlsTextConsole,,Text describing button actions,KgNone,HIGHLIGHT AN ITEM IN YOUR INVENTORY AND PRESS {0} TO INSPECT,HIGHLIGHT AN ITEM IN YOUR INVENTORY AND PRESS {0} TO INSPECT,"HEBE EINEN GEGENSTAND IN DEINEM INVENTAR HERVOR UND DRÜCKE {0}, UM IHN ANZUSEHEN",,RESALTA UN OBJETO DE TU INVENTARIO Y PRESIONA {0} PARA INSPECCIONAR.
iglblControlsTextPC,,Text describing button actions,KgNone,"[LEFT CLICK] TO INSPECT AN ITEM, RECIPE OR ACTIVE EFFECT\n[LEFT CLICK] HOLD AND DRAG TO TAKE A STACK\n[LEFT CLICK] TO DROP OR SWAP A STACK\n[RIGHT CLICK] HOLD AND DRAG TO TAKE A HALF STACK\n[RIGHT CLICK] TO DROP ONE ITEM AT A TIME","[LEFT CLICK] TO INSPECT AN ITEM, RECIPE OR ACTIVE EFFECT\n[LEFT CLICK] HOLD AND DRAG TO TAKE A STACK\n[LEFT CLICK] TO DROP OR SWAP A STACK\n[RIGHT CLICK] HOLD AND DRAG TO TAKE A HALF STACK\n[RIGHT CLICK] TO DROP ONE ITEM AT A TIME","[LINKS-KLICK], UM EINEN GEGENSTAND, EIN REZEPT ODER EINEN AKTIVEN EFFEKT GENAUER ANZUSEHEN\n[LINKS-KLICK], DANN HALTEN UND ZIEHEN, UM EINEN STAPEL ZU NEHMEN\n[LINKS-KLICK], UM EINEN STAPEL ABZULEGEN ODER AUSZUTAUSCHEN\n[RECHTS-KLICK], DANN HALTEN UND ZIEHEN, UM EINEN HALBEN STAPEL ZU NEHMEN\n[RECHTS-KLICK], UM GEGENSTÄNDE EINZELN ABZULEGEN",,"[CLIC IZQUIERDO] PARA INSPECCIONAR UN OBJETO, RECETA O EFECTO ACTIVO\n[CLIC IZQUIERDO] MANTÉN PRESIONADO Y ARRASTRA PARA RECOGER UN MONTÓN\n[CLIC IZQUIERDO] PARA SOLTAR O CAMBIAR UN MONTÓN\n[CLIC DERECHO] MANTÉN PRESIONADO Y ARRASTRA PARA RECOGER MEDIO MONTÓN\n[CLIC DERECHO] PARA SOLTAR UN OBJETO DE UNO EN UNO."
lblSimplePickup,,tooltip,KgNone,一つだけ取る,Simple Pickup,Einfaches Aufheben,,Recoger simple
leatherTanningDesc,items,Book,KgNone SpNone,獣の皮(animal hide)から、なめし革(Leather)を作成する方法が記された本です。,Read this book to learn how to craft leather from animal hides or by scrapping leather items.,In diesem Buch erfährst du wie Leder aus Tierhäuten oder durch das Zerlegen von Ledergegenständen gewonnen wird.,,
10mmBullet,items,Ammo,LEGACY,10mm Round,10mm Round (Ammo),10 mm Patrone (Mun),,Bala de 10 mm
10mmBulletDesc,items,Ammo,LEGACY,サブマシンガン用の弾薬。\n作成するにはスキルポイントを貯めて、パークを購入する必要があります。,A 10mm round used as firearm ammunition. Can be crafted once you've purchased the perk.,"Eine 10 mm Patrone, die als Munition für Schusswaffen dient. Kann gefertigt werden, nachdem du diese Fertigkeit erworben hast.",,Balas de 10mm usadas como munición de arma de fuego. Puedes fabricarlas una vez que hayas comprado el beneficio.
10mmBulletSchematic,items,Book,LEGACY,10mm Round Schematic,10mm Round Schematic,Bauplan - 10 mm Patrone,,Esquema de bala de 10 mm
10mmBulletSchematicDesc,items,Book,LEGACY,この弾薬を作るには、レベルを上げてスキルの条件を満たしてからパークを習得します。,Learn to craft this ammunition type if you meet the skill requirement or improve your base skill if you do not.,"Wenn du die erforderliche Fertigkeit besitzt, kannst du lernen, diese Munition zu fertigen. Ansonsten musst du deine Fertigkeit verbessern.",,Aprendes a crear este tipo de munición si adquieres la habilidad necesaria o mejoras tu habilidad de base si no.
sawedoffPumpShotgunSchematic,items,Book,LEGACY,Sawed-off Shotgun Schematic,Sawed-off Shotgun Schematic,Bauplan – Abgesägte Schrotflinte,,Esquema de escopeta recortada
sawedoffPumpShotgunSchematicDesc,items,Book,LEGACY,この本を読めば、自分でソードオフショットガン（sawedoff Pump shotgun）を分解・組み立て・修理することが出来るようになります。,"Learn how to assemble, repair and augment sawed-off shotguns by reading this schematic.","In diesem Bauplan erfährst du, wie abgesägte Schrotflinten zusammengesetzt, repariert und verbessert werden.",,"Lee el esquema para aprender a armar, reparar y mejorar escopetas recortadas."
10mmRoundCrafting,progression,Skill,LEGACY,10mm Round Crafting,10mm Round Crafting,Handwerk - 10 mm Patronen,,Fabricación de bala 10 mm.
10mmRoundCraftingDesc,progression,Skill,LEGACY,このパークは、10mm弾のレシピを開放します。,Learn to craft 10mm rounds at a workbench.,"Lerne, wie 10 mm Patronen gefertigt werden.",,Aprende a fabricar balas de 10 mm.
armorSmithing,progression,Skill,LEGACY,Armor Smithing,Armor Smithing,Rüstungsschmied,,Forjar armaduras
